Code,Sex,BirthDay,BirthMonth,BirthYear,MumCode,BirthWt,DaysFrom1May
BRF76,2,3,6,1976,FEE71,7.720000191,33
BRF77,2,24,7,1977,FEE71,9.500000191,84
BRF79,1,11,6,1979,FEE71,6.259999809,41
BRF82,2,27,6,1982,FEE71,6.449999905,57
BRG89,1,11,6,1989,MUR85,7.119999809,41
BRG90,2,10,6,1990,MUR85,8.019999809,40
BRG92,2,29,5,1992,MUR85,7.899999809,28
BRG94,1,21,5,1994,MUR85,7.28,20
BRG95,2,9,6,1995,MUR85,5.46,39
BRG96,2,11,6,1996,MUR85,7.500000191,41
BRG98,2,27,5,1998,MUR85,6.580000191,26
BRO71,2,25,6,1971,BROWH,5.179999809,55
BRO72,2,9,6,1972,BROWH,4.64,39
BRS02,1,3,6,2002,SKI94,4.530000191,33
BRY06,2,13,6,2006,HIR03,4.5,43
BRY07,2,3,6,2007,HIR03,6.429999809,33
BRY09,2,30,5,2009,HIR03,6.7,29
BRY10,1,7,6,2010,HIR03,5.739999905,37
BRY11,2,2,6,2011,HIR03,5.639999809,32
BRY12,2,2,6,2012,HIR03,7.039999905,32
BRY13,2,28,5,2013,HIR03,6.855000095,27
BRY14,2,5,6,2014,HIR03,6.049999809,35
BRZ17,1,26,5,2017,ZEP14,5.799999905,25
BRZ18,2,26,5,2018,ZEP14,5.699999809,25
BSG14,1,24,5,2014,VES10,5.509999905,23
BSG16,2,16,6,2016,VES10,8.14,46
BSG18,2,5,6,2018,VES10,6.925,35
BSG20,1,26,5,2020,VES10,7.91,25
BSG22,1,28,5,2022,VES10,6.825000095,27
BSQ17,1,19,5,2017,MAJ13,6.094999809,18
BST75,2,11,6,1975,MHO67,6.509999905,41
BST76,1,20,6,1976,MHO67,5.180000095,50
BST77,1,29,6,1977,MHO67,6.584999905,59
BSY02,2,15,6,2002,MLN97,6.919999905,45
BSY04,1,18,6,2004,MLN97,6.479999809,48
BSY06,2,17,6,2006,MLN97,7.78,47
BTT09,2,3,6,2009,RIB05,5.879999905,33
BUA20,1,19,5,2020,GLE16,6.040000095,18
BUA21,2,30,5,2021,GLE16,6.579999809,29
BUC77,1,2,6,1977,BUL73,5.519999905,32
BUC79,1,27,5,1979,BUL73,6.669999809,26
BUC81,1,30,5,1981,BUL73,7.339999809,29
BUC82,1,29,5,1982,BUL73,6.660000381,28
BUC84,1,12,6,1984,BUL73,7.520000381,42
BUC86,1,28,5,1986,BUL73,6.92,27
BUC87,2,13,6,1987,BUL73,9.14,43
BUC88,2,6,6,1988,BUL73,8,36
BUL71,1,21,5,1971,BULGY,4.820000095,20
BUL75,1,12,7,1975,BULGY,6.740000191,72
BUM04,2,27,5,2004,NET99,8.839999809,26
BUM06,1,27,5,2006,NET99,6.620000191,26
BUM07,1,6,6,2007,NET99,6.979999905,36
BUM08,1,2,6,2008,NET99,7.640000191,32
BUM09,2,5,6,2009,NET99,8.46,35
BUR80,2,6,6,1980,BURNE,7.67,36
BUS90,1,12,6,1990,PEC86,6.41,42
BUS92,1,2,6,1992,PEC86,7.020000381,32
BUT00,1,13,6,2000,BCL93,7.38,43
BUT01,2,6,6,2001,BCL93,7.540000095,36
BUT02,1,31,5,2002,BCL93,7.094999809,30
BUT03,1,27,5,2003,BCL93,8.330000381,26
BUT04,2,29,5,2004,BCL93,7.239999905,28
BUT05,2,8,6,2005,BCL93,7.339999809,38
BUT06,1,11,6,2006,BCL93,7.630000095,41
BUT96,1,5,6,1996,BCL93,4.839999809,35
BUT98,1,2,6,1998,BCL93,6.540000095,32
BYL19,1,21,5,2019,ONY15,6.530000191,20
BYL21,1,14,5,2021,ONY15,7.080000191,13
BZK14,1,2,6,2014,LUT10,4.019999905,32
CAF89,1,7,6,1989,MAX84,5.960000095,37
CAF91,1,18,6,1991,MAX84,7.14,48
CAF93,1,26,6,1993,MAX84,6.79,56
CAF96,1,23,6,1996,MAX84,6.739999905,53
CAF98,1,2,7,1998,MAX84,8.7,62
CAI69,2,11,6,1969,CAILL,5.540000095,41
CAI70,2,30,5,1970,CAILL,5.019999809,29
CAI71,2,4,6,1971,CAILL,5.220000095,34
CAI72,2,7,6,1972,CAILL,6.220000095,37
CAI74,2,31,5,1974,CAILL,5.979999905,30
CAL82,1,8,6,1982,CIN78,7.060000191,38
CAL84,1,6,6,1984,CIN78,7.659999809,36
CAL85,1,4,6,1985,CIN78,8.119999809,34
CAL87,1,9,6,1987,CIN78,8.580000191,39
CAM11,2,24,5,2011,MNM07,8.339999809,23
CAM12,2,21,5,2012,MNM07,7.995000381,20
CAM13,2,23,5,2013,MNM07,7.159999809,22
CAM14,2,1,6,2014,MNM07,7,31
CAM15,2,20,5,2015,MNM07,9.079999809,19
CAN79,2,3,6,1979,WHI73,6.695000191,33
CAN80,1,2,6,1980,WHI73,8.020000381,32
CAN81,2,4,6,1981,WHI73,6.620000191,34
CAN82,1,6,6,1982,WHI73,7.06,36
CAN83,1,31,5,1983,WHI73,5.12,30
CAN85,2,3,6,1985,WHI73,9.42,33
CAN87,1,4,6,1987,WHI73,6.400000191,34
CAP82,2,17,9,1982,SNI77,8.800000191,139
CAP84,1,2,6,1984,SNI77,6.895,32
CAP85,1,8,6,1985,SNI77,6.17,38
CAR79,1,10,6,1979,COC75,6.479999809,40
CASTL,1,5,6,1993,D0535,5.96,35
CAY02,2,7,6,2002,CPS97,6.039999905,37
CAY03,2,25,5,2003,CPS97,6.440000191,24
CAY04,2,1,6,2004,CPS97,6.619999809,31
CBH11,2,3,6,2011,CCK07,8.679999619,33
CBH15,2,26,5,2015,CCK07,8.124999809,25
CBH18,2,22,5,2018,CCK07,8.440000191,21
CBL06,1,18,7,2006,GRA02,5.78,78
CBL07,1,4,6,2007,GRA02,4.440000191,34
CBL09,2,20,6,2009,GRA02,6.119999809,50
CBS09,1,27,5,2009,ZUC03,4.049999809,26
CBS11,2,5,6,2011,ZUC03,4.28,35
CBS13,1,28,5,2013,ZUC03,4.429999809,27
CBS15,1,20,6,2015,ZUC03,5.150000191,50
CBS17,1,28,6,2017,ZUC03,3.110000048,58
CBT12,1,28,5,2012,AZU08,5.799999905,27
CCH10,2,7,6,2010,PAN06,5.855000095,37
CCH12,2,23,6,2012,PAN06,7.265000095,53
CCH14,1,3,6,2014,PAN06,7.680000191,33
CCH15,2,2,6,2015,PAN06,6.494999905,32
CCH16,2,31,5,2016,PAN06,7.870000095,30
CCH17,1,10,6,2017,PAN06,6.240000191,40
CCH19,1,10,6,2019,PAN06,6.255000191,40
CCH20,1,26,5,2020,PAN06,7.41,25
CCK07,1,4,6,2007,DTN04,6.109999809,34
CCL06,1,25,5,2006,STR00,3.399999809,24
CCL07,2,26,5,2007,STR00,7.040000095,25
CCO91,2,9,6,1991,LAM83,5.720000191,39
CCO95,2,28,6,1995,LAM83,6.379999905,58
CCY20,1,25,5,2020,ONY16,6.38,24
CCY21,1,3,6,2021,ONY16,6.009999905,33
CCY22,1,6,6,2022,ONY16,6.955,36
CCY23,1,3,6,2023,ONY16,5.609999809,33
CDN11,2,9,6,2011,HOC07,5.479999809,39
CDN13,2,6,6,2013,HOC07,6.964999905,36
CDN14,1,27,6,2014,HOC07,6.979999809,57
CDN15,2,13,6,2015,HOC07,6.554999905,43
CDN16,2,3,6,2016,HOC07,7.340000095,33
CDN18,2,7,6,2018,HOC07,6.829999905,37
CDN20,2,,,2020,HOC07,7.599999905,
CDY19,2,19,6,2019,BOO14,6.120000191,49
CDY20,1,25,5,2020,BOO14,6.120000191,24
CDY21,1,28,5,2021,BOO14,6.040000095,27
CDY22,2,2,6,2022,BOO14,5.919999905,32
CDY23,1,6,6,2023,BOO14,6.580000191,36
CED02,1,1,6,2002,SEQ95,6.079999809,31
CED03,1,29,5,2003,SEQ95,6.710000191,28
CED04,1,3,6,2004,SEQ95,6.810000095,33
CED99,1,25,5,1999,SEQ95,6.239999905,24
CEE98,1,4,6,1998,BUS92,6.755000191,34
CEL01,2,9,6,2001,AST90,7.28,39
CEL94,2,7,6,1994,AST90,7.639999809,37
CEL95,1,3,6,1995,AST90,6.249999809,33
CEL97,2,5,6,1997,AST90,9.219999619,35
CEL99,2,22,6,1999,AST90,8.180000191,52
CER06,1,30,5,2006,PRC02,6.795000095,29
CER08,2,23,5,2008,PRC02,9.78,22
CES17,1,22,5,2017,DAK12,6.41,21
CES19,1,22,5,2019,DAK12,6.549999809,21
CES20,2,22,5,2020,DAK12,6.339999809,21
CES21,2,19,6,2021,DAK12,7.520000381,49
CES23,1,18,5,2023,DAK12,7.030000191,17
CET06,1,10,6,2006,RUF02,4.650000191,40
CET07,1,16,6,2007,RUF02,5.860000191,46
CET08,2,18,6,2008,RUF02,6.64,48
CET09,2,15,6,2009,RUF02,5.23,45
CET10,1,14,6,2010,RUF02,5.940000191,44
CET12,1,11,6,2012,RUF02,5.419999905,41
CET13,2,28,5,2013,RUF02,3.299999952,27
CET14,2,4,6,2014,RUF02,6.159999619,34
CET15,2,20,6,2015,RUF02,4.099999809,50
CET16,1,16,6,2016,RUF02,4.919999905,46
CET17,1,4,6,2017,RUF02,5.180000095,34
CET19,1,27,6,2019,RUF02,4.879999905,57
CET22,2,14,7,2022,RUF02,5.285000191,74
CFI88,2,4,6,1988,CFU82,5.009999905,34
CFI89,2,22,6,1989,CFU82,4.239999905,52
CFI91,2,26,5,1991,CFU82,6.080000191,25
CFI92,2,14,6,1992,CFU82,3.455,44
CFI94,1,9,6,1994,CFU82,6.040000095,39
CFU80,2,13,6,1980,CMO77,6.549999809,43
CFU82,1,2,6,1982,CMO77,6.449999905,32
CFU84,2,1,6,1984,CMO77,7.91,31
CFU85,2,5,6,1985,CMO77,7.255000191,35
CFU87,2,5,6,1987,CMO77,7.839999809,35
CFU89,2,14,6,1989,CMO77,6.500000191,44
CGH00,1,19,6,2000,WHA87,7.540000095,49
CGH91,2,12,6,1991,WHA87,6.210000191,42
CGH93,1,8,6,1993,WHA87,5.609999809,38
CGH94,1,4,6,1994,WHA87,5.040000095,34
CGH95,1,19,6,1995,WHA87,5.710000191,49
CGH97,2,22,5,1997,WHA87,6.84,21
CGH99,1,27,5,1999,WHA87,5.659999809,26
CHA92,2,7,6,1992,FID86,4.679999905,37
CHD06,2,5,6,2006,BIE01,7.119999809,35
CHD11,2,20,6,2011,BIE01,6.800000191,50
CHE74,2,12,6,1974,BLT69,9.070000381,42
CHE77,2,10,6,1977,BLT69,5.319999809,40
CHE78,2,5,7,1978,BLT69,8.555000381,65
CHF03,2,6,6,2003,WAG95,7.899999809,36
CHF04,2,9,6,2004,WAG95,5.639999809,39
CHF07,1,7,6,2007,WAG95,7.340000095,37
CHI89,1,1,6,1989,PGB83,6.619999809,31
CHK16,2,29,5,2016,SOX04,5.919999905,28
CHK18,1,27,5,2018,SOX04,6.620000191,26
CHL00,2,29,5,2000,PEP91,6.425,28
CHL02,1,5,6,2002,PEP91,6.739999905,35
CHL96,2,7,6,1996,PEP91,4.82,37
CHL98,2,5,6,1998,PEP91,6.760000191,35
CHM08,2,31,5,2008,HOC05,5.955,30
CHM10,2,26,5,2010,HOC05,5.940000191,25
CHM12,1,23,5,2012,HOC05,6.479999809,22
CHM13,1,14,5,2013,HOC05,6.860000191,13
CHM14,2,29,5,2014,HOC05,7.109999809,28
CHM15,2,3,6,2015,HOC05,7.449999809,33
CHM16,2,2,6,2016,HOC05,7.980000381,32
CHM17,1,6,6,2017,HOC05,6.839999809,36
CHN01,2,7,6,2001,TRT97,7.360000095,37
CHN03,1,27,5,2003,TRT97,8.404999619,26
CHN05,2,30,5,2005,TRT97,8.82,29
CHN06,1,14,6,2006,TRT97,7.920000381,44
CHN08,2,30,5,2008,TRT97,8.940000191,29
CHO72,2,4,6,1972,CHOCH,5.540000095,34
CHO74,1,4,6,1974,CHOCH,5.609999809,34
CHO75,1,27,5,1975,CHOCH,5.250000095,26
CHO76,2,19,7,1976,CHOCH,7.040000095,79
CHO77,2,17,6,1977,CHOCH,4.959999809,47
CHO78,2,17,6,1978,CHOCH,4.439999905,47
CHP91,2,7,6,1991,BLC83,7,37
CHU95,2,19,6,1995,PIC91,8.260000191,49
CHU97,2,25,5,1997,PIC91,8.000000191,24
CHY12,1,15,5,2012,CHK07,6.48,14
CHY14,1,28,5,2014,CHK07,6.019999905,27
CHY16,1,21,5,2016,CHK07,6.680000095,20
CIN76,1,13,7,1976,BST73,6.759999809,73
CIN78,1,12,6,1978,BST73,8.56,42
CIN80,2,14,7,1980,BST73,7.940000191,74
CLA82,2,26,5,1982,CLE77,6.14,25
CLA83,1,13,6,1983,CLE77,5.64,43
CLA85,1,19,5,1985,CLE77,7.96,18
CLA87,1,18,6,1987,CLE77,7.909999809,48
CLA89,2,30,5,1989,CLE77,5.600000095,29
CLC76,1,19,6,1976,COL72,5.239999905,49
CLC77,2,31,5,1977,COL72,6.419999905,30
CLC79,1,3,6,1979,COL72,1.4,33
CLC80,1,20,6,1980,COL72,7.564999809,50
CLC81,1,3,7,1981,COL72,6.665000191,63
CLC82,1,30,5,1982,COL72,6.519999905,29
CLC83,2,23,6,1983,COL72,5.040000095,53
CLC85,1,1,6,1985,COL72,7.455,31
CLC87,2,7,6,1987,COL72,6.064999809,37
CLE70,1,31,5,1970,CLEOP,5.500000191,30
CLE72,2,17,5,1972,CLEOP,5.7,16
CLE75,1,28,5,1975,CLEOP,6.725000191,27
CLE76,1,30,5,1976,CLEOP,7.14,29
CLE77,1,5,6,1977,CLEOP,6.94,35
CLE80,2,17,6,1980,CLEOP,5.549999809,47
CLE81,1,28,5,1981,CLEOP,5.904999905,27
CLK04,1,6,5,2004,GRA99,6.080000191,5
CLK06,1,22,6,2006,GRA99,8.88,52
CLL01,2,18,7,2001,VIO96,5.235000095,78
CLL02,1,3,6,2002,VIO96,5.750000095,33
CLL03,2,7,6,2003,VIO96,6.049999809,37
CLL04,2,20,5,2004,VIO96,6.250000095,19
CLL07,2,26,5,2007,VIO96,7.009999905,25
CLM78,2,3,6,1978,CLE74,6.580000191,33
CLM80,2,19,6,1980,CLE74,7.720000095,49
CLM82,1,7,6,1982,CLE74,7.099999619,37
CLM84,2,7,6,1984,CLE74,7.679999619,37
CLM85,2,11,6,1985,CLE74,6.92,41
CLO93,1,12,6,1993,HIC89,5.399999809,42
CLO94,1,4,6,1994,HIC89,6.14,34
CLO95,2,5,6,1995,HIC89,5.91,35
CLR07,2,28,5,2007,ZUC01,6.159999905,27
CLR09,1,31,5,2009,ZUC01,3.739999952,30
CLR13,1,27,5,2013,ZUC01,4.549999809,26
CLR16,2,7,6,2016,ZUC01,5.640000191,37
CLS16,2,2,6,2016,GLR13,6.339999809,32
CLS17,1,18,6,2017,GLR13,5.989999809,48
CLS18,2,20,6,2018,GLR13,7.620000191,50
CLS19,1,27,5,2019,GLR13,6.139999809,26
CLS20,1,26,5,2020,GLR13,7.740000381,25
CLS21,1,30,5,2021,GLR13,,29
CLS22,2,29,5,2022,GLR13,7.679999619,28
CLS23,2,26,5,2023,GLR13,7.78,25
CLT91,1,14,9,1991,CCO87,5.78,136
CLT93,2,10,6,1993,CCO87,7.815000381,40
CLT94,2,8,6,1994,CCO87,7.040000095,38
CLT95,2,30,5,1995,CCO87,6.839999809,29
CLT97,1,30,5,1997,CCO87,6.119999809,29
CLT98,2,25,7,1998,CCO87,9.2,85
CLV06,2,7,6,2006,KNO02,5.239999905,37
CLW00,2,10,6,2000,STI94,6.440000381,40
CLW04,2,10,6,2004,STI94,5.439999619,40
CLW06,2,1,6,2006,STI94,6.78,31
CLW97,1,4,6,1997,STI94,2.999999905,34
CLW99,1,19,6,1999,STI94,,49
CMA14,2,3,6,2014,TWX08,7.240000191,33
CMB16,1,3,7,2016,HED12,5.325000095,63
CML18,1,7,6,2018,SLA06,6.56,37
CMO77,1,29,5,1977,CMOFF,8.020000381,28
CMR01,1,7,6,2001,CLT97,6.64,37
CMR02,2,27,5,2002,CLT97,6.580000381,26
CMR04,2,16,5,2004,CLT97,3.319999809,15
CMT05,1,5,5,2005,MLN00,7.659999809,4
CMT06,2,5,9,2006,MLN00,,127
CMT10,1,15,5,2010,MLN00,7.14,14
CMT11,2,7,6,2011,MLN00,6.85,37
CMT14,1,2,6,2014,MLN00,8.719999619,32
CND02,1,2,6,2002,TIN98,6.23,32
CND03,1,15,6,2003,TIN98,6.620000191,45
CND04,1,15,6,2004,TIN98,7.395,45
CND06,1,30,5,2006,TIN98,7.540000095,29
CND07,2,3,6,2007,TIN98,7.85,33
CND08,2,5,6,2008,TIN98,7.120000191,35
CND10,2,31,5,2010,TIN98,7.440000191,30
CND12,1,22,5,2012,TIN98,7.180000095,21
CND13,2,30,5,2013,TIN98,6.590000191,29
CND14,1,23,6,2014,TIN98,5.440000191,53
CND15,1,19,6,2015,TIN98,5.109999809,49
CNE05,2,3,6,2005,TUS01,6.679999905,33
CNK06,2,1,6,2006,BEA00,5.755000191,31
CNN04,1,18,6,2004,RUM01,3.889999905,48
CNN06,1,24,6,2006,RUM01,5.530000191,54
CNN09,2,18,6,2009,RUM01,6.539999905,48
CNN11,1,10,6,2011,RUM01,7.06,40
CNT10,2,1,6,2010,GLI06,5.429999809,31
COA04,2,9,6,2004,CRB97,6.590000191,39
COB77,2,3,6,1977,COL74,6.220000191,33
COB80,1,11,6,1980,COL74,5.940000191,41
COF01,1,14,6,2001,OVA97,6.759999809,44
COL72,1,24,5,1972,COLLE,6.755000191,23
COL74,1,24,5,1974,COLLE,6.080000191,23
COL75,1,6,6,1975,COLLE,2.840000048,36
COL76,2,1,6,1976,COLLE,7.120000191,31
COL79,1,5,6,1979,COLLE,6.420000381,35
COM14,1,5,6,2014,APA10,5.994999905,35
COM16,1,22,5,2016,APA10,6.040000095,21
COM18,1,25,5,2018,APA10,6.000000191,24
COM19,1,8,6,2019,APA10,6.91,38
COM20,1,2,6,2020,APA10,5.739999905,32
COM21,1,1,6,2021,APA10,5.14,31
COM23,2,2,6,2023,APA10,6.919999905,32
COO95,1,2,6,1995,ANK91,5.154999809,32
COO96,1,25,5,1996,ANK91,5.054999905,24
COO97,2,29,5,1997,ANK91,6.675000095,28
COO98,1,18,6,1998,ANK91,5.755000191,48
COQ94,1,1,6,1994,FIL90,6.76,31
COR76,1,19,6,1976,RTN73,3.92,49
COR78,2,10,6,1978,RTN73,7.879999619,40
COR81,1,22,7,1981,RTN73,11.03999981,82
COT78,1,14,6,1978,COL75,5.519999619,44
COT79,1,9,6,1979,COL75,5.680000095,39
COU91,1,17,6,1991,CUC84,5.760000191,47
COU94,2,11,6,1994,CUC84,4.220000095,41
COU95,1,23,6,1995,CUC84,5.300000191,53
COU96,2,3,6,1996,CUC84,4.860000191,33
COW79,1,3,6,1979,PGB75,5.250000095,33
COW80,2,24,6,1980,PGB75,8.114999619,54
COY72,2,25,7,1972,COYHI,8.719999619,85
COY75,1,3,6,1975,COYHI,8.580000191,33
COY76,2,21,6,1976,COYHI,5.519999905,51
CPP99,2,19,6,1999,CAF96,6.609999809,49
CPS00,1,5,7,2000,PEP93,6.84,65
CPS97,1,30,5,1997,PEP93,6.379999905,29
CPS99,1,23,5,1999,PEP93,6.46,22
CPY06,2,6,6,2006,MOU03,5.239999905,36
CPY08,1,4,6,2008,MOU03,6.025000095,34
CPY09,2,12,6,2009,MOU03,7.78,42
CPY13,2,25,5,2013,MOU03,6.64,24
CPY16,1,31,5,2016,MOU03,8.339999619,30
CPY19,2,3,6,2019,MOU03,7.710000191,33
CPY20,1,15,6,2020,MOU03,4.680000095,45
CRA80,2,24,9,1980,BIG76,7.340000095,146
CRA81,1,18,6,1981,BIG76,7.959999619,48
CRA82,2,21,6,1982,BIG76,6.810000095,51
CRA83,1,2,7,1983,BIG76,6.659999809,62
CRA84,2,17,6,1984,BIG76,8.440000191,47
CRA85,1,20,6,1985,BIG76,7.039999905,50
CRA86,1,23,6,1986,BIG76,4.120000191,53
CRA87,1,20,6,1987,BIG76,7.024999905,50
CRB90,2,5,6,1990,MOC84,7.120000191,35
CRB91,2,12,6,1991,MOC84,6.440000191,42
CRB95,1,20,6,1995,MOC84,5.554999905,50
CRB96,2,8,6,1996,MOC84,5.12,38
CRB97,1,20,6,1997,MOC84,6.979999809,50
CRC91,1,24,6,1991,TUR87,7.020000381,54
CRD96,1,19,6,1996,FIN93,5.225000191,49
CRE80,2,6,6,1980,CLE76,6.040000095,36
CRE82,2,5,6,1982,CLE76,6.919999905,35
CRE84,2,4,6,1984,CLE76,7.260000191,34
CRE85,1,13,6,1985,CLE76,6.440000191,43
CRM01,1,6,6,2001,OCH96,5.860000191,36
CRM03,1,7,6,2003,OCH96,8.7,37
CRM05,1,2,6,2005,OCH96,6.12,32
CRM07,2,7,6,2007,OCH96,7.440000381,37
CRM99,1,3,6,1999,OCH96,5.760000191,33
CRO88,1,3,7,1988,OCH85,8.84,63
CRO90,1,26,5,1990,OCH85,7.64,25
CRO92,2,4,6,1992,OCH85,7.725000191,34
CRS92,1,2,6,1992,CHI89,5.839999809,32
CRT70,2,30,5,1970,CROTT,6.419999905,29
CRT71,1,9,6,1971,CROTT,7.180000191,39
CRT74,1,2,6,1974,CROTT,7.479999809,32
CRT75,2,28,6,1975,CROTT,8.575000191,58
CRT76,1,18,6,1976,CROTT,8.139999809,48
CRT77,2,6,6,1977,CROTT,6.665000191,36
CRT79,2,3,6,1979,CROTT,7.240000191,33
CRT81,2,4,7,1981,CROTT,7.299999905,64
CRX12,2,28,5,2012,LMS06,8.129999619,27
CRX14,1,22,6,2014,LMS06,8.579999809,52
CRY90,2,24,5,1990,CLC79,9.76,23
CSH08,2,26,5,2008,WAL03,4.96,25
CSH09,2,5,6,2009,WAL03,5.44,35
CSH11,1,5,6,2011,WAL03,4.760000191,35
CSH12,2,9,6,2012,WAL03,3.569999905,39
CSH13,2,31,5,2013,WAL03,5.180000191,30
CSH14,1,24,6,2014,WAL03,3.680000095,54
CSH16,2,3,6,2016,WAL03,5.149999905,33
CSK01,2,4,6,2001,ANK89,6.739999905,34
CSK03,2,18,5,2003,ANK89,6.88,17
CSK93,2,14,6,1993,ANK89,6.620000191,44
CSK94,2,27,5,1994,ANK89,6.339999809,26
CSK95,2,22,5,1995,ANK89,5.820000095,21
CSK96,2,1,6,1996,ANK89,8.179999619,31
CSK97,1,2,6,1997,ANK89,6.259999809,32
CSK98,1,30,5,1998,ANK89,7.560000381,29
CSK99,2,9,6,1999,ANK89,7.019999809,39
CUC84,1,26,6,1984,UMB80,8.06,56
CUC85,2,23,6,1985,UMB80,8.119999809,53
CUC87,2,3,6,1987,UMB80,7.399999809,33
CUC90,2,26,5,1990,UMB80,7.300000381,25
CUC91,1,17,6,1991,UMB80,7.32,47
CUC93,2,3,7,1993,UMB80,5.600000095,63
CUC94,1,8,7,1994,UMB80,7.360000191,68
CUK88,2,14,6,1988,CLC82,6.580000381,44
CUM00,2,29,5,2000,CRC91,7.479999809,28
CUM02,2,23,6,2002,CRC91,8.920000381,53
CUM95,2,9,6,1995,CRC91,6.180000191,39
CUM97,1,26,5,1997,CRC91,7.159999809,25
CUM98,1,4,6,1998,CRC91,7.379999619,34
CUR78,1,11,6,1978,UPT74,6.940000191,41
CUR80,1,14,6,1980,UPT74,8.719999619,44
CUR81,2,5,6,1981,UPT74,10.56,35
CUR83,1,7,6,1983,UPT74,7.479999809,37
CUR84,2,1,7,1984,UPT74,10.92,61
CUR85,2,30,6,1985,UPT74,7.080000191,60
CUS23,1,25,5,2023,RHB18,6.310000095,24
CWR84,1,15,6,1984,LIM80,6.540000095,45
CWR87,1,19,6,1987,LIM80,5.799999619,49
CWR88,2,19,6,1988,LIM80,7.720000191,49
CWR90,2,25,5,1990,LIM80,7.44,24
CWR91,2,15,6,1991,LIM80,8.560000381,45
CWR92,2,15,6,1992,LIM80,5.225000191,45
CYA09,2,17,6,2009,AZU05,3.91,47
CYP19,2,30,5,2019,CPY14,7.339999809,29
CYP20,2,30,5,2020,CPY14,6.940000191,29
CYP21,2,10,6,2021,CPY14,6.82,40
CYP23,1,1,6,2023,CPY14,7.285000191,31
DAI10,2,29,5,2010,MRG03,4.940000191,28
DAI12,2,2,6,2012,MRG03,7.539999809,32
DAI14,2,14,9,2014,MRG03,6.519999905,136
DAK12,1,31,5,2012,SOX08,4.040000095,30
DAK13,2,30,5,2013,SOX08,5.239999905,29
DAK15,2,28,5,2015,SOX08,8.41,27
DAK16,1,28,5,2016,SOX08,6.039999905,27
DAK17,2,26,5,2017,SOX08,7.56,25
DAK20,1,15,5,2020,SOX08,7.594999809,14
DAK21,1,27,5,2021,SOX08,5.919999905,26
DAK22,3,18,6,2022,SOX08,,48
DAN86,1,2,6,1986,BUC82,4.299999905,32
DAN90,1,30,5,1990,BUC82,8.32,29
DAN91,1,2,6,1991,BUC82,7.339999809,32
DAN92,1,6,6,1992,BUC82,6.030000191,36
DAN93,2,1,7,1993,BUC82,7.06,61
DAN94,2,28,5,1994,BUC82,6.7,27
DAN95,1,19,6,1995,BUC82,7.319999619,49
DAN97,1,9,6,1997,BUC82,5.379999905,39
DAR77,1,24,5,1977,BLT73,4.28,23
DAR79,2,16,7,1979,BLT73,6.009999905,76
DAR82,2,28,5,1982,BLT73,6.049999809,27
DAW09,2,1,7,2009,SLO05,6.039999809,61
DAW12,1,29,5,2012,SLO05,7.009999905,28
DAW14,2,10,6,2014,SLO05,6.810000095,40
DAW16,1,1,6,2016,SLO05,6.395,31
DBL89,1,7,6,1989,,5.32,37
DEC79,1,15,6,1979,COY75,4.659999905,45
DEC81,2,6,6,1981,COY75,8.42,36
DEN13,2,15,5,2013,PRC07,6.739999905,14
DEO03,1,15,6,2003,CED99,5.929999809,45
DEO05,1,7,6,2005,CED99,6.580000191,37
DEO07,2,7,6,2007,CED99,7.400000191,37
DEW17,2,3,6,2017,MNS12,6.855000095,33
DEW21,1,25,5,2021,MNS12,7.239999905,24
DEW23,2,25,5,2023,MNS12,7.054999905,24
DIC88,1,5,6,1988,HIC84,6.680000191,35
DIC89,2,2,7,1989,HIC84,7.240000191,62
DIC90,2,3,6,1990,HIC84,7.920000381,33
DIC91,2,11,6,1991,HIC84,8.025000381,41
DIC92,2,9,6,1992,HIC84,7.64,39
DIC93,1,15,6,1993,HIC84,8.040000381,45
DIC94,1,29,5,1994,HIC84,7.620000191,28
DIC95,1,3,6,1995,HIC84,6.46,33
DIC96,1,30,5,1996,HIC84,7.220000191,29
DIC98,1,28,5,1998,HIC84,7.620000191,27
DIC99,2,16,6,1999,HIC84,5.159999809,46
DID09,1,16,6,2009,FDL00,6.959999619,46
DIL02,2,1,6,2002,FEN90,6.860000191,31
DIL97,2,4,6,1997,FEN90,5.460000095,34
DIL99,2,19,5,1999,FEN90,7.039999809,18
DIT91,2,10,6,1991,PIB83,7.660000381,40
DIT92,2,26,6,1992,PIB83,6.310000095,56
DOC00,1,10,6,2000,HIC88,7.220000095,40
DOC01,2,3,6,2001,HIC88,8.510000381,33
DOC03,2,15,6,2003,HIC88,8.210000191,45
DOC92,2,3,6,1992,HIC88,7.339999809,33
DOC93,2,5,6,1993,HIC88,8.46,35
DOC94,1,2,6,1994,HIC88,9.010000381,32
DOC95,2,2,6,1995,HIC88,7.575000191,32
DOC96,1,4,6,1996,HIC88,7.639999809,34
DOC97,1,27,6,1997,HIC88,8.940000191,57
DOC98,1,9,6,1998,HIC88,8.824999619,39
DOC99,2,5,6,1999,HIC88,8.354999619,35
DOO90,1,17,6,1990,NON86,5.054999905,47
DOR75,2,26,5,1975,YTA72,7.840000191,25
DOR76,2,13,6,1976,YTA72,7.720000191,43
DOR77,2,5,6,1977,YTA72,8.380000381,35
DOR78,1,30,6,1978,YTA72,8.46,60
DOR80,2,29,6,1980,YTA72,8.580000191,59
DOR82,1,29,7,1982,YTA72,7.539999809,89
