Code,Sex,BirthDay,BirthMonth,BirthYear,MumCode,BirthWt,DaysFrom1May
IVY92,2,31,5,1992,ILE87,5.559999905,30
IVY95,1,12,6,1995,ILE87,5.099999809,42
IVY97,1,10,6,1997,ILE87,5.839999809,40
IVY98,1,22,6,1998,ILE87,5.180000095,52
IVY99,2,1,6,1999,ILE87,7.76,31
JAD07,1,28,5,2007,RBY03,7.225000191,27
JAD09,2,24,5,2009,RBY03,6.64,23
JAD12,2,19,5,2012,RBY03,8.099999619,18
JAD13,1,4,6,2013,RBY03,6.979999809,34
JAE00,2,17,6,2000,BNX95,4.650000191,47
JAE02,1,16,6,2002,BNX95,4.620000191,46
JAE03,2,16,6,2003,BNX95,7.040000095,46
JAE05,2,12,6,2005,BNX95,8.119999809,42
JAH21,1,18,6,2021,RAS16,6.220000095,48
JAH22,1,11,6,2022,RAS16,5.579999809,41
JAK22,1,29,5,2022,RAS18,4.940000191,28
JAV13,2,10,6,2013,ARB11,6.1,40
JAY01,1,20,6,2001,CGH95,5.160000095,50
JAY03,2,22,5,2003,CGH95,7.440000191,21
JAY05,2,29,5,2005,CGH95,7.325000095,28
JAY08,2,28,5,2008,CGH95,7.34,27
JEE00,2,1,6,2000,HAL90,7.310000095,31
JEE01,2,22,6,2001,HAL90,6.839999809,52
JEE03,2,31,5,2003,HAL90,6.620000191,30
JEE10,2,5,8,2010,HAL90,,96
JEE94,1,1,6,1994,HAL90,5.360000095,31
JEE95,2,17,6,1995,HAL90,6.164999905,47
JEE98,2,29,5,1998,HAL90,7.28,28
JEE99,2,23,6,1999,HAL90,6.180000095,53
JEM90,2,3,6,1990,JAN80,6.44,33
JEP16,1,24,5,2016,CHK12,7.019999809,23
JES88,1,4,6,1988,JAN84,5.940000191,34
JET23,2,22,6,2023,ONY20,5.355000095,52
JMC17,2,30,5,2017,RAS13,5.925,29
JMC18,2,24,5,2018,RAS13,7.180000095,23
JMC19,1,7,6,2019,RAS13,7.009999905,37
JMC20,2,21,5,2020,RAS13,8.109999809,20
JMC21,2,22,5,2021,RAS13,7.429999809,21
JMC22,2,23,7,2022,RAS13,8.479999809,83
JMC23,2,21,5,2023,RAS13,8.830000381,20
JOS76,2,7,6,1976,ELG71,8.019999619,37
JOW92,1,27,5,1992,WID79,6.419999905,26
JOW93,1,13,6,1993,WID79,7.280000191,43
JUG83,2,4,6,1983,BRF79,7.275,34
JUG85,2,13,6,1985,BRF79,7.91,43
JUG87,1,3,6,1987,BRF79,7.940000191,33
JUG90,2,18,5,1990,BRF79,8.32,17
JUG91,1,30,5,1991,BRF79,6.360000191,29
JUG92,2,7,6,1992,BRF79,7.119999809,37
JUN77,2,21,5,1977,BET73,4.84,20
JUN78,2,1,7,1978,BET73,7.119999809,61
JUN80,1,7,6,1980,BET73,7.019999809,37
JUN81,2,29,5,1981,BET73,7.659999809,28
JUN84,2,27,5,1984,BET73,5.080000191,26
KAJ20,1,27,5,2020,KOH16,5.710000191,26
KAJ22,1,16,5,2022,KOH16,5.35,15
KAJ23,2,29,5,2023,KOH16,7.040000095,28
KAL21,2,27,5,2021,PLS18,7.239999905,26
KAN16,2,9,6,2016,WIC13,4.169999809,39
KAN18,2,4,6,2018,WIC13,6.040000095,34
KAR02,2,4,6,2002,TKN94,7.82,34
KIC18,2,4,6,2018,WIC14,5.28,34
KIC20,1,24,6,2020,WIC14,7.120000191,54
KIC22,2,27,5,2022,WIC14,6.434999905,26
KIC23,2,1,6,2023,WIC14,6.979999809,31
KIL74,1,8,6,1974,BUL71,5.540000095,38
KIL75,1,2,6,1975,BUL71,5.810000095,32
KIL76,2,6,6,1976,BUL71,7.519999809,36
KIL77,2,9,6,1977,BUL71,6.619999809,39
KIL78,2,3,6,1978,BUL71,7.32,33
KIL79,2,9,6,1979,BUL71,6.91,39
KIL80,1,9,6,1980,BUL71,6.895,39
KIL81,2,15,7,1981,BUL71,6.64,75
KIL82,1,27,6,1982,BUL71,5.92,57
KIL83,1,15,6,1983,BUL71,6.119999809,45
KIL84,2,16,6,1984,BUL71,5.320000095,46
KIL85,2,26,6,1985,BUL71,5.64,56
KIT90,1,30,5,1990,TER85,4.024999905,29
KIT91,2,7,6,1991,TER85,5.124999809,37
KIT92,1,14,6,1992,TER85,4.64,44
KIT95,1,11,6,1995,TER85,5.075000191,41
KIT96,2,17,6,1996,TER85,4.739999905,47
KIT97,2,11,6,1997,TER85,2.925,41
KIW79,2,25,6,1979,BLO75,5.040000095,55
KIW81,1,3,7,1981,BLO75,4.619999809,63
KIW85,2,8,6,1985,BLO75,6.580000191,38
KIW87,2,6,6,1987,BLO75,6.479999809,36
KIW89,2,22,6,1989,BLO75,7.059999905,52
KIW91,1,10,6,1991,BLO75,4.519999809,40
KIW92,2,29,6,1992,BLO75,4.519999905,59
KKA15,1,10,6,2015,WAL11,4.474999905,40
KKA16,1,19,6,2016,WAL11,6.56,49
KKA18,2,4,6,2018,WAL11,5.180000095,34
KKA20,1,21,5,2020,WAL11,7.259999809,20
KKA21,2,15,6,2021,WAL11,5.940000191,45
KKA23,2,24,5,2023,WAL11,6.639999809,23
KLD00,2,5,6,2000,BNX94,7.64,35
KLD01,1,8,6,2001,BNX94,7.079999809,38
KLD03,1,7,6,2003,BNX94,7.980000381,37
KLD05,1,27,5,2005,BNX94,7.73,26
KLD06,2,1,6,2006,BNX94,7.740000381,31
KLD07,2,3,6,2007,BNX94,6.609999809,33
KLD99,2,7,6,1999,BNX94,8.084999619,37
KLE23,1,1,6,2023,BCA20,4.78,31
KLN17,2,30,5,2017,PRC12,7.959999619,29
KLP14,2,10,6,2014,MTT10,5.609999809,40
KLP16,2,7,6,2016,MTT10,7.240000191,37
KLP18,1,5,6,2018,MTT10,6.600000095,35
KLP20,2,3,6,2020,MTT10,7.609999809,33
KLP21,1,17,6,2021,MTT10,5.82,47
KLP23,2,27,5,2023,MTT10,6.019999809,26
KNO03,1,5,6,2003,TRK87,6.940000191,35
KNO90,2,7,7,1990,TRK87,5.259999809,67
KNO91,1,7,6,1991,TRK87,5.580000381,37
KNO99,2,27,5,1999,TRK87,,26
KOH15,1,25,5,2015,AYE10,5.720000095,24
KOH16,1,25,5,2016,AYE10,6.019999905,24
KOH18,1,24,5,2018,AYE10,6.620000191,23
KOH20,2,13,5,2020,AYE10,7.710000191,12
KOH22,1,24,5,2022,AYE10,7.64,23
KRB04,2,8,6,2004,ALD01,4.839999809,38
KRB05,1,15,6,2005,ALD01,5.85,45
KRM05,1,13,6,2005,TIK01,5.509999905,43
KRM06,2,28,6,2006,TIK01,,58
LAC00,1,24,5,2000,BCL95,5.440000191,23
LAC02,2,23,6,2002,BCL95,7.880000381,53
LAC04,1,3,6,2004,BCL95,7.41,33
LAK21,2,30,5,2021,CHY16,6.78,29
LAM81,1,9,6,1981,CMO78,7.080000191,39
LAM83,1,1,6,1983,CMO78,6.899999809,31
LAM84,2,8,6,1984,CMO78,7.259999809,38
LAM86,2,3,6,1986,CMO78,7.42,33
LAM87,2,15,6,1987,CMO78,6.760000191,45
LAM90,2,29,5,1990,CMO78,7.314999905,28
LAP78,2,13,6,1978,MOL75,5.355000095,43
LAP81,1,24,5,1981,MOL75,5.78,23
LAP83,2,29,5,1983,MOL75,6.959999619,28
LAR01,2,1,6,2001,KIT95,5.2,31
LAR02,2,7,6,2002,KIT95,4.444999809,37
LAR03,1,2,6,2003,KIT95,4.940000191,32
LAR04,2,24,5,2004,KIT95,4.800000191,23
LAR05,2,1,6,2005,KIT95,,31
LAR06,2,1,6,2006,KIT95,4.509999905,31
LAR08,2,27,5,2008,KIT95,5.06,26
LAR11,1,31,5,2011,KIT95,2.855000095,30
LAR99,2,6,6,1999,KIT95,3.379999905,36
LAV09,2,2,6,2009,CLK06,6.14,32
LCH04,2,24,5,2004,CED00,5.844999905,23
LCH06,1,20,5,2006,CED00,6.739999619,19
LCH08,1,22,5,2008,CED00,6.519999809,21
LCH10,1,8,6,2010,CED00,6.399999809,38
LCH12,1,2,6,2012,CED00,8.41,32
LEA15,2,6,6,2015,ORY07,7.5,36
LEI10,2,27,5,2010,RAP06,6.009999905,26
LEI12,1,15,5,2012,RAP06,7.82,14
LEI13,1,26,5,2013,RAP06,7.109999809,25
LEI15,1,26,5,2015,RAP06,7.41,25
LEI16,2,21,6,2016,RAP06,9.28,51
LEM16,1,26,5,2016,AYE12,7.42,25
LEM18,2,1,6,2018,AYE12,7.295000095,31
LEM20,2,25,5,2020,AYE12,8.549999809,24
LEM21,2,1,7,2021,AYE12,9.639999809,61
LEM23,2,19,5,2023,AYE12,5.28,18
LEN78,2,7,6,1978,MOY73,7.180000095,37
LEN81,2,4,6,1981,MOY73,8.039999619,34
LEN83,2,29,5,1983,MOY73,7.660000381,28
LEN84,2,13,6,1984,MOY73,7.355000095,43
LEN85,1,14,6,1985,MOY73,8.455,44
LEX07,2,26,6,2007,OPA03,6.139999809,56
LIA16,2,1,6,2016,ARA09,6.425,31
LIA18,2,1,6,2018,ARA09,6.120000191,31
LIA20,2,26,5,2020,ARA09,7.210000191,25
LIA21,2,1,6,2021,ARA09,5.109999809,31
LIA23,2,26,5,2023,ARA09,5.855000095,25
LIC74,2,7,7,1974,CRT71,6.554999905,67
LIC76,2,19,6,1976,CRT71,8.309999619,49
LIC77,1,18,6,1977,CRT71,6.024999905,48
LIC78,2,2,6,1978,CRT71,4.460000095,32
LIC79,2,21,6,1979,CRT71,6.46,51
LIL00,1,7,6,2000,THU96,5.425,37
LIL02,2,4,7,2002,THU96,,64
LIL04,1,10,7,2004,THU96,6.119999809,70
LIL06,1,24,5,2006,THU96,6.940000191,23
LIL07,1,2,7,2007,THU96,7.240000191,62
LIL09,2,21,7,2009,THU96,6.580000191,81
LIM82,1,16,6,1982,POL73,5.379999905,46
LIT74,2,15,6,1974,LITLH,6.96,45
LIT75,1,2,6,1975,LITLH,5.169999809,32
LIT76,2,3,6,1976,LITLH,6.440000191,33
LIT81,1,5,6,1981,LITLH,6.109999809,35
LIZ82,2,16,6,1982,LTF77,5.339999809,46
LIZ83,2,7,6,1983,LTF77,5.899999809,37
LMS00,1,6,6,2000,GOD94,6.92,36
LMS01,2,10,6,2001,GOD94,7.360000191,40
LMS03,2,25,5,2003,GOD94,8.740000381,24
LMS04,1,9,6,2004,GOD94,7.024999905,39
LMS05,1,15,6,2005,GOD94,6.540000095,45
LMS06,1,13,6,2006,GOD94,7.14,43
LMS07,1,30,6,2007,GOD94,7.679999619,60
LMS09,1,13,6,2009,GOD94,5.78,43
LMS10,1,13,6,2010,GOD94,4.540000095,43
LMS97,1,1,6,1997,GOD94,6.360000191,31
LMS98,1,15,6,1998,GOD94,6.680000095,45
LMS99,2,5,6,1999,GOD94,7.940000191,35
LNC04,1,6,6,2004,SAX00,5.239999905,36
LOB82,2,10,6,1982,TOR78,4.799999905,40
LOB84,2,11,6,1984,TOR78,5.740000191,41
LOB85,1,1,6,1985,TOR78,6.64,31
LOB86,1,11,6,1986,TOR78,5.220000191,41
LOB88,1,8,6,1988,TOR78,5.440000191,38
LOB89,1,10,7,1989,TOR78,3.940000191,70
LOG84,1,2,6,1984,BRA77,9.420000191,32
LPA02,1,29,5,2002,LMS97,6.260000191,28
LPA03,2,5,6,2003,LMS97,7.580000191,35
LPA04,1,8,6,2004,LMS97,7.079999809,38
LPA06,1,30,5,2006,LMS97,6.580000191,29
LPA07,2,3,6,2007,LMS97,8.395,33
LPA08,2,1,6,2008,LMS97,7.55,31
LPA09,1,30,6,2009,LMS97,6.524999905,60
LPA12,1,26,5,2012,LMS97,6.780000191,25
LPA13,1,18,6,2013,LMS97,3.919999905,48
LPW00,1,8,6,2000,FEA87,3.820000095,38
LPW91,1,13,6,1991,FEA87,4.659999905,43
LPW93,1,14,6,1993,FEA87,5.64,44
LPW94,1,9,6,1994,FEA87,5.639999809,39
LPW97,1,7,6,1997,FEA87,5.439999619,37
LPW98,1,15,6,1998,FEA87,5.680000095,45
LPW99,2,19,6,1999,FEA87,4.940000191,49
LTE02,1,18,6,2002,CAF98,6.019999809,48
LTF71,2,11,6,1971,LTFLH,6.97,41
LTF74,1,9,6,1974,LTFLH,7.319999619,39
LTF75,2,14,6,1975,LTFLH,5.860000191,44
LTF77,1,4,6,1977,LTFLH,6.039999905,34
LTFLH,1,11,6,1967,,8.380000381,41
LUN09,1,20,5,2009,BSY04,7.000000191,19
LUN10,2,9,7,2010,BSY04,6.839999809,69
LUT08,1,2,6,2008,FDL03,4.600000095,32
LUT10,1,8,6,2010,FDL03,4.56,38
LUT12,1,2,6,2012,FDL03,5.059999905,32
LUT16,2,31,5,2016,FDL03,5.195000191,30
LUZ82,2,8,6,1982,DOR78,5.459999809,38
LUZ88,1,24,6,1988,DOR78,7.4,54
LUZ90,2,29,5,1990,DOR78,6.28,28
LYR14,2,13,6,2014,LUT08,7.660000381,43
LYR16,1,29,5,2016,LUT08,6.979999809,28
LYR17,1,4,6,2017,LUT08,6.524999905,34
LYR20,1,27,5,2020,LUT08,6.524999905,26
MAA20,2,24,5,2020,BED15,7.220000191,23
MAA21,2,9,6,2021,BED15,6.554999905,39
MAB16,2,10,6,2016,MDD13,6.124999809,40
MAB19,2,29,5,2019,MDD13,8.070000381,28
MAB20,2,18,8,2020,MDD13,8.354999619,109
MAB22,1,24,5,2022,MDD13,7.580000191,23
MAB23,1,13,6,2023,MDD13,7.479999809,43
MAC78,2,2,6,1978,YHO74,7.354999809,32
MAC81,2,22,6,1981,YHO74,8.720000191,52
MAC87,1,8,6,1987,YHO74,8.039999809,38
MAD87,1,6,6,1987,BOT79,6.000000191,36
MAD91,1,5,6,1991,BOT79,7.124999809,35
MAG72,2,18,6,1972,MOM67,4.310000095,48
MAG74,2,14,6,1974,MOM67,7.675000095,44
MAG77,1,8,7,1977,MOM67,4.560000191,68
MAJ10,2,29,5,2010,PRC06,4.829999905,28
MAJ12,1,19,5,2012,PRC06,7.940000191,18
MAJ13,1,25,5,2013,PRC06,8.179999619,24
MAJ14,1,16,6,2014,PRC06,7.579999809,46
MAJ16,2,13,5,2016,PRC06,8.020000381,12
MAJ18,2,16,5,2018,PRC06,8.219999619,15
MAJ19,1,8,6,2019,PRC06,6.979999809,38
MAJ20,2,5,6,2020,PRC06,6.419999905,35
MAL91,2,27,5,1991,SME84,6.260000191,26
MAL93,1,13,6,1993,SME84,6.749999809,43
MAL95,2,11,6,1995,SME84,5.680000095,41
MAL98,1,26,5,1998,SME84,4.895,25
MAM16,2,21,7,2016,VIP11,7.549999809,81
MAM18,2,3,6,2018,VIP11,6.240000191,33
MAM20,2,11,8,2020,VIP11,6.940000191,102
MAM21,1,15,7,2021,VIP11,5.540000095,75
MAM22,2,3,8,2022,VIP11,7.040000095,94
MAN78,2,8,6,1978,MOM72,5.94,38
MAN80,1,3,7,1980,MOM72,7.540000095,63
MAN83,1,22,6,1983,MOM72,4.220000191,52
MAN85,2,11,6,1985,MOM72,6.710000191,41
MAP07,2,18,5,2007,CED02,6.379999905,17
MAR87,1,12,6,1987,MAW83,4.270000095,42
MAR89,1,7,6,1989,MAW83,6.000000191,37
MAR91,2,28,5,1991,MAW83,5.710000191,27
MAR93,1,1,6,1993,MAW83,5.940000191,31
MAR95,1,30,5,1995,MAW83,5.139999809,29
MAR96,2,13,6,1996,MAW83,4.120000191,43
MAR97,1,6,7,1997,MAW83,5.000000191,66
MAS90,2,4,6,1990,TUR85,7.609999809,34
MAS92,1,1,7,1992,TUR85,6.739999905,61
MAS94,1,31,5,1994,TUR85,6.765000095,30
MAS97,2,7,6,1997,TUR85,8.010000381,37
MAS99,1,28,5,1999,TUR85,7.180000095,27
MAT04,1,5,6,2004,MAR89,2.840000048,35
MAT96,1,8,6,1996,MAR89,4.710000191,38
MAT98,1,9,6,1998,MAR89,5.619999809,39
MAW79,1,6,6,1979,MOD74,5.000000191,36
MAW81,2,15,6,1981,MOD74,6.425,45
MAW83,1,8,6,1983,MOD74,6.619999809,38
MAW85,2,14,6,1985,MOD74,5.840000095,44
MAX82,2,7,6,1982,COL78,5.609999809,37
MAX84,1,20,6,1984,COL78,6.41,50
MAX85,2,23,6,1985,COL78,6.049999809,53
MCC21,1,27,5,2021,SHO17,7.355000095,26
MCD10,1,7,6,2010,WAL06,4.240000191,37
MCD11,2,13,6,2011,WAL06,2.984999952,43
MCD12,1,26,5,2012,WAL06,5.680000191,25
MCD13,2,30,5,2013,WAL06,5.600000095,29
MCD14,1,15,6,2014,WAL06,4.91,45
MCD15,1,15,6,2015,WAL06,5.325000095,45
MCD16,2,6,6,2016,WAL06,5.425,36
MCD17,1,12,6,2017,WAL06,4.224999905,42
MCL20,1,23,5,2020,IRI16,6.519999905,22
MCL22,2,19,5,2022,IRI16,7.239999905,18
MCL23,2,31,5,2023,IRI16,8.055000381,30
MCQ17,2,4,6,2017,PPL11,8.459999619,34
MCU12,1,24,5,2012,MNG09,6.739999905,23
MCU14,1,15,5,2014,MNG09,6.720000191,14
MCU15,2,21,5,2015,MNG09,7.710000191,20
MCU16,2,22,5,2016,MNG09,9.32,21
MCU17,1,15,5,2017,MNG09,7.520000381,14
MCU19,1,18,5,2019,MNG09,9.725000191,17
MCU20,1,20,5,2020,MNG09,7.839999809,19
MCU21,2,17,5,2021,MNG09,9.039999619,16
MCU22,2,27,5,2022,MNG09,8.32,26
MCU23,2,25,5,2023,MNG09,8.159999619,24
MDD12,2,19,5,2012,MEG06,7.499999619,18
MDD15,2,21,5,2015,MEG06,6.8,20
MDD16,2,7,6,2016,MEG06,,37
MDD17,1,20,5,2017,MEG06,7.440000381,19
MDD19,2,31,5,2019,MEG06,7.880000381,30
MDD20,1,13,6,2020,MEG06,5.810000095,43
MDL01,2,4,6,2001,FAN93,6.414999809,34
MDL03,2,23,6,2003,FAN93,5.680000191,53
MDL04,2,30,5,2004,FAN93,5.220000191,29
MDL97,2,29,5,1997,FAN93,4.960000095,28
MDL98,1,6,6,1998,FAN93,4.78,36
MDL99,1,21,6,1999,FAN93,5.979999905,51
MDR02,1,15,6,2002,TIK98,6.64,45
MEA88,1,2,6,1988,BAR84,5.14,32
MEA89,1,14,6,1989,BAR84,5.680000191,44
MEA90,2,2,6,1990,BAR84,6.630000095,32
MEA91,2,31,5,1991,BAR84,6.26,30
MEA92,2,11,6,1992,BAR84,6.109999809,41
MEA94,2,28,5,1994,BAR84,7.875000381,27
MED01,2,7,6,2001,APH98,3.619999809,37
MEE03,1,23,5,2003,YEW99,6.580000191,22
MEE05,1,20,5,2005,YEW99,6.080000191,19
MEE06,2,8,6,2006,YEW99,6.540000095,38
MEE08,2,22,5,2008,YEW99,6.28,21
MEE13,2,26,5,2013,YEW99,5.329999905,25
MEG00,1,8,6,2000,MAR95,3.940000191,38
MEG02,1,8,6,2002,MAR95,5.5,38
MEG04,2,24,5,2004,MAR95,7.540000095,23
MEG06,1,26,5,2006,MAR95,6.1,25
MEG07,1,12,6,2007,MAR95,4.180000095,42
MEG09,2,22,5,2009,MAR95,5.139999809,21
MEG11,1,22,6,2011,MAR95,6.479999809,52
MEG98,1,12,9,1998,MAR95,6.7,134
MEG99,2,15,6,1999,MAR95,5.080000191,45
MEL75,1,28,5,1975,YHO71,6.840000095,27
MEL76,1,18,6,1976,YHO71,7.44,48
MEL77,1,14,6,1977,YHO71,6.019999809,44
MEL79,2,26,5,1979,YHO71,6.78,25
MEL83,2,30,5,1983,YHO71,6.440000191,29
MEL84,2,8,6,1984,YHO71,4.720000191,38
MEL88,1,3,6,1988,YHO71,3.94,33
MES22,2,18,6,2022,COM18,7.64,48
MGH05,1,4,6,2005,MEG00,5.080000191,34
MGH06,1,21,6,2006,MEG00,2.600000095,51
MGH07,2,21,6,2007,MEG00,7.024999905,51
MIC08,2,21,5,2008,SCR04,6.14,20
MIC10,2,24,5,2010,SCR04,8.76,23
MIC11,2,23,5,2011,SCR04,8.740000381,22
MIC15,1,29,5,2015,SCR04,7.539999905,28
MIC16,2,28,6,2016,SCR04,9.079999809,58
MIC17,1,12,5,2017,SCR04,7.34,11
MLA16,2,3,6,2016,RAS12,6.019999809,33
MLA18,1,1,6,2018,RAS12,6.594999809,31
MLA19,1,11,6,2019,RAS12,8.495000381,41
MLA20,2,31,5,2020,RAS12,8.41,30
MLA21,1,4,6,2021,RAS12,7.78,34
MLA22,2,25,5,2022,RAS12,6.82,24
MLA23,2,29,5,2023,RAS12,8.839999809,28
MLB20,1,1,6,2020,KKA15,4.040000095,31
MLB22,1,7,6,2022,KKA15,4.440000191,37
MLD04,1,19,5,2004,HRM99,5.310000095,18
MLD06,2,22,5,2006,HRM99,6.255000191,21
MLN00,1,27,5,2000,BEE93,8.049999809,26
MLN02,2,12,6,2002,BEE93,7.839999809,42
MLN04,1,26,8,2004,BEE93,6.56,117
MLN07,2,25,5,2007,BEE93,8.28,24
MLN97,1,25,5,1997,BEE93,7.979999809,24
MLN98,2,17,6,1998,BEE93,8.580000191,47
MLR91,2,12,6,1991,JUG87,6.5,42
MLR96,1,17,6,1996,JUG87,7.059999905,47
MLR98,1,19,7,1998,JUG87,10.12,79
MLT07,1,29,5,2007,CRM03,8.929999809,28
MND99,2,7,6,1999,FDL94,3.500000191,37
MNG07,1,29,5,2007,TRT03,5.860000095,28
MNG08,2,29,5,2008,TRT03,,28
MNG09,1,26,5,2009,TRT03,,25
MNG11,2,2,6,2011,TRT03,8.120000191,32
MNG12,2,25,5,2012,TRT03,7.819999619,24
MNG13,2,7,6,2013,TRT03,,37
MNM07,1,24,5,2007,CHN03,7.6,23
MNM09,2,22,5,2009,CHN03,7.280000095,21
MNM11,1,18,5,2011,CHN03,7.839999809,17
MNM12,1,18,5,2012,CHN03,,17
MNM13,1,27,5,2013,CHN03,,26
MNM14,1,20,5,2014,CHN03,,19
MNM15,2,21,5,2015,CHN03,,20
MNM16,2,28,5,2016,CHN03,,27
MNM17,2,8,6,2017,CHN03,,38
MNN05,2,12,6,2005,DIL01,7.440000191,42
MNS01,2,25,5,2001,STR96,5.7,24
MNS03,1,7,6,2003,STR96,7.710000191,37
MNS06,2,29,5,2006,STR96,7.539999905,28
MNS09,2,29,5,2009,STR96,6.94,28
MNT01,1,28,5,2001,SUR95,5.539999905,27
MNT03,2,28,5,2003,SUR95,8.010000381,27
MNT04,1,7,6,2004,SUR95,7.019999809,37
MNT06,1,2,6,2006,SUR95,8.659999809,32
MNT08,1,29,5,2008,SUR95,9.2,28
MNT09,1,23,6,2009,SUR95,8.079999809,53
MNT11,1,2,6,2011,SUR95,8.010000381,32
MNT99,1,30,5,1999,SUR95,5.85,29
MNU22,2,27,5,2022,LYR17,7.9,26
MNX87,2,10,6,1987,FUL83,6.119999809,40
MNX88,2,6,6,1988,FUL83,6.839999809,36
MOC79,1,14,6,1979,CHO75,3.740000095,44
MOD74,1,1,6,1974,MOM65,7.519999809,31
MOE17,2,24,5,2017,CHM13,5.979999905,23
MOE21,2,27,5,2021,CHM13,6.680000095,26
MOJ16,2,26,5,2016,GNB10,5.825000095,25
MOJ17,1,1,6,2017,GNB10,7.079999809,31
MOJ18,2,28,5,2018,GNB10,,27
MOJ19,1,27,5,2019,GNB10,,26
MOJ20,2,31,5,2020,GNB10,,30
MOJ22,2,31,5,2022,GNB10,,30
MOJ23,2,6,6,2023,GNB10,,36
MOL72,1,22,5,1972,MOLIN,6.479999905,21
MOL75,1,9,6,1975,MOM65,6.94,39
MOL79,2,3,6,1979,MOM65,6.91,33
MOL83,2,17,6,1983,MOM65,4.539999905,47
MOM69,2,8,6,1969,MOMHI,7.119999809,38
MOM72,1,3,6,1972,MOMHI,6.620000191,33
MOO86,2,13,6,1986,MOY82,5.740000191,43
MOO91,2,30,5,1991,MOY82,6.379999905,29
MOO95,1,27,6,1995,MOY82,5.854999809,57
MOP72,2,6,6,1972,MOM68,4.379999905,36
MOP74,2,18,6,1974,MOM68,8.019999809,48
MOP76,1,7,7,1976,MOM68,6.979999809,67
MOP80,2,15,6,1980,MOM68,5.940000191,45
MOS80,2,11,6,1980,CRT74,7.210000191,41
MOS82,2,5,6,1982,CRT74,7.329999905,35
MOS83,1,20,6,1983,CRT74,4.979999905,50
MOS85,1,1,7,1985,CRT74,6.685,61
MOU00,2,29,5,2000,DIC94,7.425,28
MOU02,2,3,6,2002,DIC94,7.425,33
MOU03,1,30,5,2003,DIC94,7.840000095,29
MOU05,2,30,5,2005,DIC94,8.824999619,29
MOU06,2,15,6,2006,DIC94,7.740000381,45
MOU07,2,8,6,2007,DIC94,8.380000381,38
MOU08,2,2,6,2008,DIC94,8.12,32
MOU09,2,2,6,2009,DIC94,7.46,32
MOU99,2,27,5,1999,DIC94,7.64,26
MOY74,1,29,5,1974,UPR68,6.260000191,28
MOY75,2,30,5,1975,UPR68,6.250000095,29
MOY76,1,1,6,1976,UPR68,6.340000095,31
MOY77,1,11,6,1977,UPR68,5.919999905,41
MOY78,1,2,6,1978,UPR68,7.23,32
MOY79,2,5,6,1979,UPR68,6.580000191,35
MOY81,1,7,6,1981,UPR68,5.109999809,37
MOY82,1,8,6,1982,UPR68,5.659999905,38
MOZ03,2,26,6,2003,BIE97,8.98,56
MOZ05,2,11,6,2005,BIE97,7.48,41
MOZ07,1,12,6,2007,BIE97,6.660000381,42
MOZ09,2,4,6,2009,BIE97,6.240000191,34
MRC20,1,27,5,2020,MCD14,5.42,26
MRC21,2,27,5,2021,MCD14,5.639999809,26
MRC22,2,20,6,2022,MCD14,5.019999905,50
MRC23,2,4,6,2023,MCD14,5.680000095,34
MRG03,1,3,6,2003,THS98,5.98,33
MRG06,1,27,5,2006,THS98,5.91,26
MRI20,1,31,5,2020,CLS17,5.739999905,30
MRN01,2,30,5,2001,ALB94,6.720000095,29
MRN98,1,27,5,1998,ALB94,5.040000095,26
MRN99,2,7,6,1999,ALB94,5.479999905,37
MRY02,2,26,5,2002,MAR93,7.76,25
MRY04,1,23,5,2004,MAR93,7.479999809,22
MRY05,2,2,6,2005,MAR93,6.119999809,32
MRY06,2,3,6,2006,MAR93,3.879999905,33
MRY97,1,28,5,1997,MAR93,5.659999905,27
MRY98,1,1,6,1998,MAR93,5.680000095,31
MRY99,2,7,6,1999,MAR93,6.295000095,37
MSC22,2,28,5,2022,KOH18,5.38,27
MST99,2,24,6,1999,IVY95,5.825000095,54
MTS20,1,24,5,2020,IRI15,6.35,23
MTS22,2,31,5,2022,IRI15,6.479999809,30
MTT04,2,24,5,2004,TNG99,7.440000381,23
MTT06,2,4,6,2006,TNG99,6.710000191,34
MTT08,1,3,6,2008,TNG99,6.210000191,33
MTT10,1,10,6,2010,TNG99,7.619999809,40
MTT14,2,9,6,2014,TNG99,5.895,39
MUF99,1,14,6,1999,DIC96,5.94,44
MUR84,2,2,6,1984,COL79,6.034999809,32
MUR85,1,17,6,1985,COL79,5.500000191,47
MUR88,2,28,7,1988,COL79,7.339999809,88
MUS77,1,10,6,1977,RED74,5.860000191,40
MUS79,2,8,6,1979,RED74,7.765000095,38
MUS81,1,30,5,1981,RED74,7.539999905,29
MUS83,2,5,6,1983,RED74,7.434999905,35
MUS84,1,10,6,1984,RED74,7.14,40
MUS85,1,8,6,1985,RED74,7.720000191,38
MUS87,2,4,6,1987,RED74,6.14,34
MUS89,2,9,6,1989,RED74,8.880000381,39
MYF11,2,3,6,2011,BUT06,5.78,33
MYR74,1,29,5,1974,MYRTL,7.47,28
MYR76,2,19,7,1976,MYRTL,7.679999619,79
NAI95,2,11,6,1995,NAK89,5.28,41
NAK90,1,2,8,1990,FLA85,6.239999905,93
NAK92,2,31,5,1992,FLA85,8.119999809,30
NAR21,1,3,6,2021,NAV18,5.479999809,33
NAS23,1,26,5,2023,SML20,4.624999809,25
NAU18,1,5,6,2018,CCH14,5.240000191,35
NAU20,1,15,5,2020,CCH14,6.339999809,14
